path,track_name,text,time_signature,key_signature,set_tempo,clocks_per_click
aint_misbehavin_sk.mid," _-_ name ""Ain't Misbehavin""// Razaf// Waller// Brooks// 1929 __ time 0 _-_ name Arrangement & Performance by __ time 0 _-_ name Sue Keller//  Copyright 1993 __ time 0 _-_ name   ALL RIGHTS RESERVED __ time 0 _-_ name On ""Nola"" CD ($15) & Cass ($10)  w/vocal __ time 0 _-_ name      Ragtime Press __ time 0 _-_ name      22 Vienna Court __ time 0 _-_ name      Staten Island// NY  10305 __ time 0 _-_ name RIGHTS GRANTED TO DISSEMINATE __ time 0 _-_ name  FOR PROMOTION AND EDUCATION __ time 0 _-_ name  IN ORIGINAL// UNALTERED FORM __ time 0",,4/4,C,102.0,24
tea_for_two_yk.mid, _-_ name TEA FOR TWO - I. CAESAR & V .YOUMANS __ time 0 _-_ name Acoustic Guitar __ time 0 _-_ name TEA FOR TWO - I. CAESAR & V .YOUMANS __ time 0,,4/4,,116.0,36
too_much-dave-matthews_kw.mid, _-_ name untitled __ time 0 _-_ name bass __ time 0 _-_ name bari sax __ time 0 _-_ name brass __ time 0 _-_ name alto sax __ time 0 _-_ name clean guitar __ time 0 _-_ name violin __ time 0 _-_ name dist. guitar __ time 0 _-_ name jazz guitar __ time 0 _-_ name  __ time 0 _-_ name drums __ time 0 _-_ name violins __ time 0 _-_ name violins __ time 0 _-_ name violins __ time 0 _-_ name violins __ time 0 _-_ name brass __ time 0 _-_ name french horn __ time 0, _-_ text Ken Williams@ __ time 0,4/4,C,113.0,24
our_love_is_here_to_stay-gershwins_jrch.mid," _-_ name Piano - Right Hand __ time 0 _-_ name Piano - Left Hand __ time 0 _-_ name ""Love Is Here To Stay"" __ time 0 _-_ name Geo. & Ira Gershwin __ time 0 _-_ name Arr.: Johnny Morris __ time 0 _-_ name Sequenced By: __ time 0 _-_ name John Roache// 2/95 __ time 0 _-_ name E-mail - johnroache@aol.com __ time 0 _-_ name This performance is __ time 0 _-_ name copyright 1995 and __ time 0 _-_ name may be distributed for __ time 0 _-_ name non-commercial use __ time 0 _-_ name only. __ time 0",,4/4,E,112.0,24
old_devil_moon-pt_dm.mid," _-_ name Piano __ time 0 _-_ name Bass __ time 0 _-_ name Drums __ time 0 _-_ name Seq. Doug McKenzie __ time 0 _-_ name ""Old Devil Moon"" __ time 0 _-_ name ***ras*** __ time 0",,4/4,C,130.0,24
herbs_jazz_fantasy-org1998_ps-hh.mid, _-_ name trumpet __ time 0 _-_ name trombone __ time 0 _-_ name bass __ time 0 _-_ name piano __ time 0 _-_ name guitar __ time 0 _-_ name electric guitar __ time 0 _-_ name HERB'S JAZZ FANTASY 1998 __ time 0 _-_ name H.Harari& P.Sellars 97 __ time 0 _-_ name herbert@harari.net __ time 0,,4/4,,93.0,24
walk_between_the_raindrops_sr4.mid, _-_ name Fagen __ time 0 _-_ name guit __ time 0 _-_ name zits __ time 0 _-_ name horn line __ time 0 _-_ name perc line __ time 0 _-_ name organ __ time 0 _-_ name Bass __ time 0 _-_ name Drums __ time 0 _-_ name Donald Fagen: __ time 0 _-_ name Walk Between the Raindrops __ time 0 _-_ name Nightfly 1979 __ time 0 _-_ name Seq by Stein Rimehaug __ time 0 _-_ name http://members.aol.com/scamdan __ time 0 _-_ name (Drums by Norma Williams) __ time 0,,4/4,C,145.0,24
boogie_woogie_bugle_boy_ch.mid, _-_ name LEAD __ time 0 _-_ name piano __ time 0 _-_ name piano 2 __ time 0 _-_ name bass __ time 0 _-_ name trumpet __ time 0 _-_ name trpt 2 __ time 0 _-_ name mute trpt __ time 0 _-_ name trombone __ time 0 _-_ name brass __ time 0 _-_ name tenor __ time 0 _-_ name clarinet __ time 0 _-_ name ride __ time 0 _-_ name hi hat __ time 0 _-_ name snare __ time 0 _-_ name kick __ time 0 _-_ name toms __ time 0, _-_ text Boogie Woogie Bugle Boy. The Andrews Sisters.@ __ time 96,4/4,,193.0,24
how_about_you-rv_gw.mid," _-_ name ""How About You?"" (Vocal) __ time 0 _-_ name Jazz Kit __ time 0 _-_ name Jazz Bass __ time 0 _-_ name Piano __ time 0 _-_ name Alto Sax 1 __ time 0 _-_ name Alto Sax 2 __ time 0 _-_ name Tenor Sax 1 __ time 0 _-_ name Tenor Sax 2 __ time 0 _-_ name Bari Sax __ time 0 _-_ name Trumpet 1 __ time 0 _-_ name Trumpet 2 __ time 0 _-_ name Trumpet 3//4 __ time 0 _-_ name Trombone 1 __ time 0 _-_ name Trombone 2 __ time 0 _-_ name Trombone 3 __ time 0 _-_ name Trombone 4 __ time 0 _-_ name Vocalist __ time 0 _-_ name <>-<>-<>-<>-<>-<>-<>-<>-<>-<>-<>-<>-<>-<> __ time 0 _-_ name ""How About You?"" __ time 0 _-_ name (For Vocalist & Jazz Ensemble) __ time 0 _-_ name Sequenced for General MIDI  __ time 0 _-_ name by GaryW0001@AOL.com __ time 0 _-_ name Arranged by Dave Wolpe __ time 0 _-_ name Sequence Copyright @1998 __ time 0 _-_ name by Blue Max Distribution __ time 0 _-_ name All Rights Reserved __ time 0 _-_ name Make NO Alterations! __ time 0 _-_ name E-Mail: GaryW0001@AOL.com __ time 0 _-_ name For a COMPLETE File Archive __ time 0 _-_ name Visit my Official MIDI Homepage @ __ time 0 _-_ name http://www.garyw0001.com/index.html __ time 0"," _-_ text ""How About You?"" (Vocal) __ time 0",4/4,C,135.0,24
stranger_on_the_shore_bb.mid, _-_ name tk1 __ time 0 _-_ name tk2 __ time 0 _-_ name tk6 __ time 0 _-_ name tk7 __ time 0 _-_ name tk10 __ time 0 _-_ name tk11 __ time 0 _-_ name tk12 __ time 0 _-_ name tk13 __ time 0 _-_ name tk14 __ time 0 _-_ name tk15 __ time 0 _-_ name tk16 __ time 0, _-_ text SEQUENCED BY BOB BARNES@@SMITHFIELD// VIRGINIA@@JUNE 2010 __ time 0,4/4,C,100.0,24
fly_me_to_the_moon_dc.mid," _-_ name ""Fly Me To The Moon"" __ time 0 _-_ name ORGAN MELODY __ time 0 _-_ name TRUMPET __ time 0 _-_ name T-BONE __ time 0 _-_ name BARI SAX __ time 0 _-_ name TEN SAX __ time 0 _-_ name FLUTE __ time 0 _-_ name BRASS __ time 0 _-_ name MUTED TRPT __ time 0 _-_ name BASS __ time 0 _-_ name DRUMS __ time 0 _-_ name FRENCH HORN __ time 0 _-_ name PIANO __ time 0 _-_ name ACC. GUIT __ time 0 _-_ name sequenced by: __ time 0 _-_ name Don Carroll __ time 0 _-_ name Houston// Texas __ time 0 _-_ name donniec@ix.netcom.com __ time 0", _-_ text Sequenced by:  Don Carroll   <donniec@ix.netcom.com> __ time 0,4/4,C,120.0,24
mambo_house_dz2.mid," _-_ name Synth Pad 1 __ time 0 _-_ name Synth Pad 2 __ time 0 _-_ name Synth Brass 1 __ time 0 _-_ name Synth Brass 2 __ time 0 _-_ name Trumpet __ time 0 _-_ name Sax __ time 0 _-_ name Hit 1 __ time 0 _-_ name Hit 2 __ time 0 _-_ name Drumset 1 __ time 0 _-_ name Muted Guitar 1 __ time 0 _-_ name Muted Guitar 2 __ time 0 _-_ name Synth Bass 1 __ time 0 _-_ name Slap Bass __ time 0 _-_ name Synth Bass 2 __ time 0 _-_ name Drumset 2 __ time 0 _-_ name Synth __ time 0 _-_ name Acid Lead __ time 0 _-_ name ""Mambo House"" __ time 0 _-_ name Dave Zobel 1997 __ time 0",,4/4,C,120.0,24
the_blue_chip_bop-acoustic-alchemy_bb2.mid, _-_ name The Blue Chip Bop __ time 0 _-_ name by Acoustic Alchemy __ time 0 _-_ name Sequenced by Bob Baker __ time 0 _-_ name (bbaker@gate.net) __ time 0 _-_ name Piano __ time 0 _-_ name Bass __ time 0 _-_ name Strings __ time 0 _-_ name Feedback Guitar __ time 0 _-_ name Pad __ time 0 _-_ name Distorted Guitar __ time 0 _-_ name Piano Solo __ time 0 _-_ name Guitar Overdub __ time 0 _-_ name Crash Cymbals __ time 0 _-_ name Ride Cymbals __ time 0 _-_ name Hi-Hats __ time 0 _-_ name Snare __ time 0 _-_ name Toms __ time 0 _-_ name Kick Drum __ time 0 _-_ name Agogo Bells __ time 0 _-_ name Cabasa __ time 0 _-_ name Congas __ time 0 _-_ name Triangles __ time 0 _-_ name Timbales __ time 0 _-_ name Percussion __ time 0 _-_ name Lead Guitar (Nick) __ time 0 _-_ name Rhythm Guitar (Greg) __ time 0 _-_ name * You need to set Ch. 11 as a __ time 0 _-_ name   TR-808 drumset on a Roland __ time 0 _-_ name   Sound Canvas or mute. __ time 0,,4/4,C,132.0,24
and_the_angels_sing_tk.mid," _-_ name untitled __ time 0 _-_ name Trumpet /Alto Sax __ time 0 _-_ name Trombone/Tnr Sax __ time 0 _-_ name Trumpet 3/Alto sax __ time 0 _-_ name Brass Sect. __ time 0 _-_ name Trumpet 2 __ time 0 _-_ name Pizzicato Strings __ time 0 _-_ name Strings __ time 0 _-_ name Guitar __ time 0 _-_ name Piano __ time 0 _-_ name Acoustic Bass __ time 0 _-_ name Drums __ time 0 _-_ name ""And The Angels Sing"" __ time 0 _-_ name c1939  J Mercer/S Elman __ time 0 _-_ name Sequenced by Ted Keener @1998 __ time 0 _-_ name Freely Distributed Midi for non-commercial use only __ time 0 _-_ name DO NOT Attempt to sell this copyrighted tune __ time 0",,4/4,C,135.0,24
harbor_lights_platters_rs.mid, _-_ name         Harbor Lights __ time 0 _-_ name         Sequenced By __ time 0 _-_ name        Redsal@aol.com __ time 0 _-_ name                 For __ time 0 _-_ name  The Old Codgers Midi Page __ time 0,,4/4,Eb,80.0,24
fly_me_to_the_moon-1954-kar_jpp.mid, _-_ name Soft karaoke __ time 0 _-_ name Words __ time 0 _-_ name piano 1 __ time 0 _-_ name piano 2 __ time 0 _-_ name piano 3 __ time 0 _-_ name piano 4 __ time 0 _-_ name lyric __ time 0 _-_ name pizz str bass __ time 0 _-_ name * __ time 0 _-_ name Fly Me To The Moon 1954 __ time 0 _-_ name by Bart Howard __ time 0 _-_ name @ 1954 __ time 0 _-_ name * __ time 0 _-_ name sequence & karaoke by James Pitt-Payne// London UK __ time 0 _-_ name on Thursday 1 April 2010 __ time 0 _-_ name in association with Veda Meyer-Castens __ time 0 _-_ name * __ time 0, _-_ text @KMIDI KARAOKE FILE __ time 0 _-_ text @Lwords & music by Bart Howard __ time 0 _-_ text @TFly Me To The Moon 1954 __ time 0 _-_ text @Tby James Pitt-Payne// London UK - 1 Apr 2010 __ time 0 _-_ text @T2010 __ time 0 _-_ text Po __ time 1800 _-_ text ets __ time 240 _-_ text  of __ time 120 _-_ text ten __ time 120 _-_ text  use __ time 120 _-_ text  man __ time 120 _-_ text y __ time 240 _-_ text  words __ time 120 _-_ text /To __ time 240 _-_ text  say __ time 120 _-_ text  a __ time 240 _-_ text  sim __ time 120 _-_ text ple __ time 240 _-_ text  thing __ time 120 _-_ text /It __ time 720 _-_ text  takes __ time 240 _-_ text  thought __ time 120 _-_ text  and __ time 240 _-_ text  time __ time 120 _-_ text  and __ time 240 _-_ text  rhyme __ time 120 _-_ text /To __ time 240 _-_ text  make __ time 120 _-_ text  a __ time 240 _-_ text  po __ time 120 _-_ text em __ time 240 _-_ text  sing. __ time 120 _-_ text /With __ time 600 _-_ text  mu __ time 120 _-_ text sic __ time 120 _-_ text  and __ time 120 _-_ text  words __ time 120 _-_ text  I've __ time 120 _-_ text  be __ time 120 _-_ text  play __ time 120 _-_ text ing __ time 120 _-_ text /For __ time 480 _-_ text  you// __ time 120 _-_ text  I __ time 120 _-_ text  have __ time 120 _-_ text  writ __ time 120 _-_ text ten __ time 120 _-_ text  a __ time 120 _-_ text  song __ time 120 _-_ text /To __ time 600 _-_ text  be __ time 60 _-_ text  sure __ time 60 _-_ text  that __ time 120 _-_ text  you __ time 120 _-_ text  know __ time 120 _-_ text  what __ time 120 _-_ text  I'm __ time 120 _-_ text  say __ time 120 _-_ text in' __ time 120 _-_ text /I'll __ time 480 _-_ text  trans __ time 120 _-_ text late __ time 120 _-_ text  as __ time 180 _-_ text  I __ time 60 _-_ text  go __ time 120 _-_ text  a __ time 120 _-_ text long __ time 120 _-_ text Fly __ time 720 _-_ text  me __ time 180 _-_ text  to __ time 60 _-_ text  the __ time 60 _-_ text  moon __ time 60 _-_ text /And __ time 180 _-_ text  let __ time 60 _-_ text  me __ time 60 _-_ text  play __ time 60 _-_ text  a __ time 180 _-_ text mong __ time 60 _-_ text  the __ time 60 _-_ text  stars __ time 60 _-_ text /Let __ time 360 _-_ text  me __ time 180 _-_ text  see __ time 60 _-_ text  what __ time 60 _-_ text  spring __ time 60 _-_ text /Is __ time 180 _-_ text  like __ time 60 _-_ text  on __ time 60 _-_ text  Ju __ time 60 _-_ text pi __ time 180 _-_ text ter __ time 60 _-_ text  and __ time 60 _-_ text  Mars __ time 60 _-_ text /In __ time 240 _-_ text  oth __ time 120 _-_ text er __ time 60 _-_ text  words// __ time 60 _-_ text  hold __ time 360 _-_ text  my __ time 120 _-_ text  hand __ time 120 _-_ text /In __ time 600 _-_ text  oth __ time 120 _-_ text er __ time 60 _-_ text  words// __ time 60 _-_ text  dar __ time 360 _-_ text ling// __ time 120 _-_ text  kiss __ time 120 _-_ text  me __ time 120 _-_ text /Fill __ time 600 _-_ text  my __ time 180 _-_ text  heart __ time 60 _-_ text  with __ time 60 _-_ text  song __ time 60 _-_ text /And __ time 180 _-_ text  let __ time 60 _-_ text  me __ time 60 _-_ text  sing __ time 60 _-_ text  for __ time 180 _-_ text  ev __ time 60 _-_ text er __ time 60 _-_ text more __ time 60 _-_ text /You __ time 360 _-_ text  are __ time 180 _-_ text  all __ time 60 _-_ text  I __ time 60 _-_ text  long __ time 60 _-_ text  for __ time 180 _-_ text /All __ time 60 _-_ text  I __ time 60 _-_ text  wor __ time 60 _-_ text ship __ time 180 _-_ text  and __ time 60 _-_ text  a __ time 60 _-_ text dore __ time 60 _-_ text /In __ time 240 _-_ text  oth __ time 120 _-_ text er __ time 60 _-_ text  words// __ time 60 _-_ text  please __ time 360 _-_ text  be __ time 120 _-_ text  true __ time 120 _-_ text /In __ time 600 _-_ text  oth __ time 120 _-_ text er __ time 60 _-_ text  words// __ time 60 _-_ text  I __ time 360 _-_ text  love __ time 120 _-_ text  you... __ time 120 _-_ text Fly __ time 720 _-_ text  me __ time 180 _-_ text  to __ time 60 _-_ text  the __ time 60 _-_ text  moon __ time 60 _-_ text /And __ time 180 _-_ text  let __ time 60 _-_ text  me __ time 60 _-_ text  play __ time 60 _-_ text  a __ time 180 _-_ text mong __ time 60 _-_ text  the __ time 60 _-_ text  stars __ time 60 _-_ text /Let __ time 360 _-_ text  me __ time 180 _-_ text  see __ time 60 _-_ text  what __ time 60 _-_ text  spring __ time 60 _-_ text /Is __ time 180 _-_ text  like __ time 60 _-_ text  on __ time 60 _-_ text  Ju __ time 60 _-_ text pi __ time 180 _-_ text ter __ time 60 _-_ text  and __ time 60 _-_ text  Mars __ time 60 _-_ text /In __ time 240 _-_ text  oth __ time 120 _-_ text er __ time 60 _-_ text  words// __ time 60 _-_ text  hold __ time 360 _-_ text  my __ time 120 _-_ text  hand __ time 120 _-_ text /In __ time 600 _-_ text  oth __ time 120 _-_ text er __ time 60 _-_ text  words// __ time 60 _-_ text  dar __ time 360 _-_ text ling// __ time 120 _-_ text  kiss __ time 120 _-_ text  me __ time 120 _-_ text /Fill __ time 600 _-_ text  my __ time 180 _-_ text  heart __ time 60 _-_ text  with __ time 60 _-_ text  song __ time 60 _-_ text /And __ time 180 _-_ text  let __ time 60 _-_ text  me __ time 60 _-_ text  sing __ time 60 _-_ text  for __ time 180 _-_ text  ev __ time 60 _-_ text er __ time 60 _-_ text more __ time 60 _-_ text /You __ time 360 _-_ text  are __ time 180 _-_ text  all __ time 60 _-_ text  I __ time 60 _-_ text  long __ time 60 _-_ text  for __ time 180 _-_ text /All __ time 60 _-_ text  I __ time 60 _-_ text  wor __ time 60 _-_ text ship __ time 180 _-_ text  and __ time 60 _-_ text  a __ time 60 _-_ text dore __ time 60 _-_ text /In __ time 240 _-_ text  oth __ time 120 _-_ text er __ time 60 _-_ text  words// __ time 60 _-_ text  please __ time 360 _-_ text  be __ time 120 _-_ text  true __ time 120 _-_ text /In __ time 600 _-_ text  oth __ time 120 _-_ text er __ time 60 _-_ text  words// __ time 60 _-_ text  I __ time 360 _-_ text  love __ time 120 _-_ text  you! __ time 120,3/4,C,180.0,24
you_go_to_my_head_mw.mid," _-_ name   "" YOU GO TO MY HEAD "" __ time 0 _-_ name Orchestration & midi prep. by __ time 0 _-_ name             MEL WEBB __ time 0 _-_ name Bass / Acoustic bass __ time 0 _-_ name Drums / Wire brush __ time 0 _-_ name Piano / Rhodes piano __ time 0 _-_ name Guitar / Nylon string __ time 0 _-_ name Strings / Slow strings __ time 0 _-_ name Melody / Alto sax __ time 0 _-_ name Solo / Mute trumpet __ time 0 _-_ name All instr./Roland Sound Canvas __ time 0 _-_ name Freely distr. / GMidi type 1 __ time 0 _-_ name Contact MEL68@AOL.COM __ time 0 _-_ name Run time 6:24  /  Ez listening __ time 0 _-_ name             JAN / 24 / 97 __ time 0",,4/4,,77.0,24
lowdown_ss2.mid, _-_ name Low Down __ time 0, _-_ text Produced by Yamaha Musicsoft Europe __ time 0 _-_ text Composed by Sam Sektty __ time 0,4/4,,85.0,24
amore_amore_ab.mid, _-_ name Accordion 2 __ time 0 _-_ name Accordion 1 __ time 0 _-_ name Accoustic Bass __ time 0 _-_ name Vibes __ time 0 _-_ name Jazz Guitar __ time 0 _-_ name Strings 2 __ time 0 _-_ name Trumpet __ time 0 _-_ name SythStrings1 __ time 0 _-_ name Brass Section __ time 0 _-_ name Drums __ time 0 _-_ name Accrdnmn@aol.com __ time 0 _-_ name Andy Bakke __ time 0 _-_ name http://user.aol.com/Accrdnmn __ time 0 _-_ name Amore Amore __ time 0,,4/4,C,112.0,24
cabaret_dxlnd_rw.mid, _-_ name CABORET/TRUMPET __ time 0 _-_ name Clarinet __ time 0 _-_ name Trombone __ time 0 _-_ name Piano-treble __ time 0 _-_ name piano-bass __ time 0 _-_ name Banjo __ time 0 _-_ name Bass __ time 0 _-_ name Drums __ time 0 _-_ name Sequence @ by Roly Wright __ time 0,,4/4,C,190.0,24
how_high_the_moon_mw.mid," _-_ name  "" HOW HIGH THE MOON "" __ time 0 _-_ name Orchestration & midi prep by __ time 0 _-_ name              MEL WEBB __ time 0 _-_ name Bass / Acoustic bass __ time 0 _-_ name Drums / Traps __ time 0 _-_ name Piano / Rhodes piano __ time 0 _-_ name Guitar / Nylon string __ time 0 _-_ name Strings / Slow strings __ time 0 _-_ name Solo / Trumpet __ time 0 _-_ name Voice 1 (Melody)   Rhode piano __ time 0 _-_ name Voice 2 (Harmony)    ""     "" __ time 0 _-_ name Voice 3 (Harmony)    ""    "" __ time 0 _-_ name Voice 4 (Harmony)    ""    "" __ time 0 _-_ name Melody Doubled #1  ""    "" __ time 0 _-_ name Voice 2  Doubled     ""    "" __ time 0 _-_ name All instr./Roland Sound Canvas __ time 0 _-_ name Freely distr.  /  GMidi type 1 __ time 0 _-_ name Contact MEL68@AOL.COM __ time 0 _-_ name Run time 2:41  /  Ez listening __ time 0 _-_ name           FEB / 15 / 97 __ time 0",,4/4,,150.0,24
birdland_bl2.mid," _-_ name frettless  __ time 0 _-_ name voice __ time 0 _-_ name catastrophe4 __ time 0 _-_ name ac piano 2 __ time 0 _-_ name brass __ time 0 _-_ name brass __ time 0 _-_ name Alto Sax __ time 0 _-_ name Alto Sax 2 __ time 0 _-_ name Alto Sax 3 __ time 0 _-_ name standard set __ time 0 _-_ name - __ time 0 _-_ name ""Birdland"" __ time 0 _-_ name by Weather Report __ time 0 _-_ name arranged by __ time 0 _-_ name B. Lasnek __ time 0 _-_ name Comments? __ time 0 _-_ name ""ramabob""@AOL __ time 0 _-_ name .com __ time 0",,4/4,C,160.0,24
fresh_air-XGM_dfw.mid," _-_ name Fresh Air - Quicksilver Messenger Service __ time 0 _-_ name By Quicksilver Messenger Service (Dino Valente) __ time 0 _-_ name Piano __ time 0 _-_ name Piano __ time 0 _-_ name Bass __ time 0 _-_ name Bass __ time 0 _-_ name Jazz Guitar __ time 0 _-_ name Jazz Guitar __ time 0 _-_ name Dino Valenti __ time 0 _-_ name Dino Valenti __ time 0 _-_ name Vocal Backup __ time 0 _-_ name Lead Guitar __ time 0 _-_ name Lead Guitar __ time 0 _-_ name Strings __ time 0 _-_ name Strings __ time 0 _-_ name Congas __ time 0 _-_ name Congas __ time 0 _-_ name Drums & Percussion __ time 0 _-_ name ""Fresh Air"" __ time 0 _-_ name By Quicksilver Messenger Service __ time 0 _-_ name Written By Dino Valenti __ time 0 _-_ name MIDI Version By __ time 0 _-_ name David F. White (white@infinet.com) __ time 0 _-_ name (c) 1999 All Rights Reserved. __ time 0", _-_ text Dino Valente// MIDI Version By David F. White __ time 0 _-_ text David F. White@ __ time 0 _-_ text Use this template to create new GM compatiable MIDI files.@ __ time 0 _-_ text MIDI file publishers and hardware manufacturers// such as Roland Corp. and Tune 1000 have introduced more detailed conventions for authoring standard MIDI files for GM devices. These conventions are intended to produce consistent// error-free results when @ __ time 0 _-_ text Song Tempo should remain within the range of 30-240bpm@ __ time 0 _-_ text MIDI Channel          Recommended Instrumentation@ __ time 0 _-_ text 1                              Piano Solo (Left & Right Hand)@ __ time 0 _-_ text 2                              Bass Instrument@ __ time 0 _-_ text 3                              Primary Accompaniment (or for Left-hand part when using split Piano parts)@ __ time 0 _-_ text 4                              Primary Melodic Instrument* (or for Right-hand part when using split Piano parts)@ __ time 0 _-_ text 5                              Secondary Accompaniment@ __ time 0 _-_ text 6                              Secondary Melodic Instrument@ __ time 0 _-_ text 7                              Alternative 1@ __ time 0 _-_ text 8                              Alternative 2@ __ time 0 _-_ text 9                              Alternative 3@ __ time 0 _-_ text 10                            Drums & Percussion@ __ time 0 _-_ text 11                           --Reserved-- @ __ time 0 _-_ text 12                           --Reserved--@ __ time 0 _-_ text 13                           --Reserved--@ __ time 0 _-_ text 14                           --Reserved--@ __ time 0 _-_ text 15                           --Reserved--@ __ time 0 _-_ text 16                           --Reserved--@ __ time 0 _-_ text *Lyrics should be placed on Channel 4@ __ time 0,4/4,C,116.0,24
inseparable_jlh.mid, _-_ name Inseparable __ time 0 _-_ name Words and Music by Charles Jackson and Marvin Jerome Yancy __ time 0 _-_ name Bass     __ time 0 _-_ name Drums    __ time 0 _-_ name Piano    __ time 0 _-_ name Guitar   __ time 0 _-_ name Strings  __ time 0 _-_ name AcousGrPiano __ time 0, _-_ text Midi Prep by JHall// jhall18@nc.rr.com __ time 0 _-_ text GM// The Corner Lounge: dreamwater.net/music/jhall __ time 0,4/4,Ab,69.0,24
fly_me_to_the_moon_gw.mid,," _-_ text Fly Me To The Moon (Vocal) __ time 0 _-_ text ""Fly Me To The Moon"" (Vocal Version) __ time 4800 _-_ text Sequenced for General MIDI __ time 0 _-_ text by GaryW0001 (@AOL.com) __ time 0 _-_ text Music & Lyrics by Bart Howard __ time 0 _-_ text Arrangement by Sammy Nestico __ time 0 _-_ text Copyright @1997 Blue Max Distribution __ time 0 _-_ text All Rights Reserved - Make No Alterations!! __ time 0 _-_ text For Non-Commercial Use Only!! __ time 0 _-_ text Jazz Kit __ time 0 _-_ text Jazz Bass __ time 0 _-_ text Piano __ time 0 _-_ text Alto Sax 1 __ time 0 _-_ text Alto Sax 2 __ time 0 _-_ text Tenor Sax 1 __ time 0 _-_ text Tenor Sax 2 __ time 0 _-_ text Bari Sax __ time 0 _-_ text Trumpet 1 __ time 0 _-_ text Trumpet 2 __ time 0 _-_ text Trumpet 3//4 __ time 0 _-_ text Trombone 1 __ time 0 _-_ text Trombone 2 __ time 0 _-_ text Trombone 3 __ time 0 _-_ text Trombone 4 __ time 0 _-_ text Vocalist __ time 0 _-_ text <>-<>-<>-<>-<> __ time 0 _-_ text   ""Fly Me To __ time 0 _-_ text    The Moon"" __ time 0 _-_ text (Vocal Version) __ time 0 _-_ text  Sequenced for __ time 0 _-_ text General MIDI by __ time 0 _-_ text   GaryW0001 __ time 0 _-_ text   (@AOL.com) __ time 0 _-_ text Music & Lyrics __ time 0 _-_ text by Bart Howard __ time 0 _-_ text  Arranged by __ time 0 _-_ text Sammy Nestico __ time 0 _-_ text  Tempo = 115+ __ time 0 _-_ text <>-<>-<>-<>-<> __ time 0",4/4,,115.0,24
gone_with_the_wind_dm.mid, _-_ name Gone With The Wind __ time 0 _-_ name Piano __ time 0 _-_ name Fretless Bass __ time 0 _-_ name Drums __ time 0 _-_ name C  ongas __ time 0 _-_ name Trilogy 1 Primary Out __ time 0, _-_ text dougmck@tpg.com.au@ __ time 0,4/4,Eb,165.0,24
feelings-morris-albert_mw.mid," _-_ name Bass #33 Acoustic Bass (SC) __ time 0 _-_ name Drums #25 Electronic  (SC) __ time 0 _-_ name Piano #5 Rhodes piano (SC) __ time 0 _-_ name Rhythm #13 Marimba     (SC) __ time 0 _-_ name Strings #50 Slow strings(SC) __ time 0 _-_ name Melody #5 Rhodes piano(SC) __ time 0 _-_ name Title:      ""FEELINGS""   (BB) __ time 0 _-_ name Style: #Rhumba1       (NM) __ time 0 _-_ name Sequenced by Mel Webb __ time 0 _-_ name SC=Sound Canvas/BB=BIAB __ time 0 _-_ name NM= Norton Music Co. __ time 0 _-_ name Freely Distr/GM midi type1 __ time 0 _-_ name Contact Mel @ AOL Mel68 __ time 0 _-_ name * __ time 0 _-_ name * __ time 0",,4/4,C,104.0,24
green_onions_jh.mid, _-_ name Green onions __ time 0 _-_ name info@virstadskola.pp.se __ time 0 _-_ name Josef Huber __ time 0 _-_ name Högsby __ time 0 _-_ name Sweden __ time 0 _-_ name info@virstadskola.pp.se __ time 0 _-_ name Bass __ time 0 _-_ name Piano __ time 0 _-_ name Trumpet __ time 0 _-_ name Organ __ time 0 _-_ name Organ __ time 0 _-_ name Hammond __ time 0 _-_ name Drums __ time 0 _-_ name Drums __ time 0 _-_ name Drums __ time 0 _-_ name Brass __ time 0 _-_ name Brass __ time 0,,4/4,C,130.0,24
beautiful_love-Young-King-Gillespie_dm.mid, _-_ name BeautifulLove __ time 0 _-_ name Sequenced by __ time 0 _-_ name DougMcKenzie __ time 0 _-_ name dougmck@ __ time 0 _-_ name pipeline.com.au __ time 0, _-_ text Doug McKenzie@ __ time 0,4/4,F,122.0,24
take_five-Dave-Brubeck_lf.mid, _-_ name Bass 2 __ time 0 _-_ name Drums __ time 0 _-_ name Double Bass __ time 0 _-_ name Sax __ time 0 _-_ name Piano __ time 0 _-_ name ----------------------------------- __ time 0 _-_ name Sequenced by Laurence Fenn __ time 0 _-_ name    lfenn@easynet.co.uk __ time 0,,5/4,C,170.0,24
